dim,k,p,scale,L_reg,eigen_error,orth_error,eigen_cost,eigenvalue_mse,eigenfunc_mse
2.0,6.0,90.0,2.9763514416313175,1e-06,0.1680397638488014,0.00011713453233246119,405603.5812117405,0.006565955795574077,0.39983433822173586
2.0,6.0,90.0,3.79269019073225,1e-06,0.10879918111718051,0.0001238035826519399,404211.3835481019,0.003675783342648183,0.3826304605137436
2.0,6.0,90.0,4.832930238571752,1e-06,0.06120836582771231,0.00012641156698808264,403590.80692183215,0.003131040861836526,0.3650638451384597
2.0,6.0,90.0,6.158482110660261,1e-06,0.036762082029949225,0.00012641644676767818,403357.69216578995,0.00618780525540755,0.35644006774186265
2.0,6.0,90.0,7.847599703514611,1e-06,0.12298864606034465,0.00015427245368554687,403051.9039479352,0.10840098545737524,0.3507838847379162
2.0,6.0,90.0,10.0,1e-06,4.352233532181982,0.00016446169648170965,402918.6344748287,4.311636520709486,0.3477721327704157
2.0,6.0,100.0,0.1,1e-06,25964.89920032698,8.369637088995494e-05,9782412.901679832,7032.034263225087,10.179101418045093
2.0,6.0,100.0,0.12742749857031338,1e-06,8272.527717835726,7.767676673084612e-05,5110541.80639339,1768.0555432627455,8.79598643328249
2.0,6.0,100.0,0.16237767391887217,1e-06,2940.941938485182,5.1281096684781653e-05,2649857.675038074,411.89839283090447,6.541239827928506
2.0,6.0,100.0,0.20691380811147897,1e-06,807.4274113459577,3.145841986084419e-05,1331905.7754952102,74.39181024864675,4.747474743968875
2.0,6.0,100.0,0.26366508987303583,1e-06,168.68056969322623,2.4001671394813097e-05,849799.9834025328,19.2654814304167,3.646667850388333
2.0,6.0,100.0,0.33598182862837817,1e-06,55.77174210105362,2.136444958078754e-05,671949.8626278216,7.552058745043121,2.6448646158850755
2.0,6.0,100.0,0.42813323987193935,1e-06,25.89522516492421,2.1893197351241152e-05,569267.9810269515,3.072190996636615,1.8595476146199914
2.0,6.0,100.0,0.5455594781168519,1e-06,12.063859300352393,3.726737366300268e-05,500115.943059048,1.1205507026494064,1.2724630283958405
2.0,6.0,100.0,0.6951927961775606,1e-06,,,,,
2.0,6.0,100.0,0.8858667904100825,1e-06,2.5053229648333875,6.792773732046593e-05,429154.23527600593,0.11207709629456747,0.6061138785981585
2.0,6.0,100.0,1.1288378916846888,1e-06,1.1403610955430237,9.069478581754115e-05,415175.5903390272,0.030259402238610195,0.46983384170859166
2.0,6.0,100.0,1.438449888287663,1e-06,0.5257547640666876,0.00010353266816370523,409577.52490560035,0.015188696915969514,0.4225699738018715
2.0,6.0,100.0,1.8329807108324356,1e-06,0.3054567602119993,0.0001186679927273115,406287.6041595883,0.006201593537087276,0.39103704468394185
2.0,6.0,100.0,2.3357214690901213,1e-06,0.1366189643929216,0.0001249525034602048,404643.22825054335,0.00512222813046671,0.37734880565315604
2.0,6.0,100.0,2.9763514416313175,1e-06,0.16501904066289383,0.00011764710551250239,405532.3920639988,0.006484853791285623,0.39897766961853876
2.0,6.0,100.0,3.79269019073225,1e-06,0.10860097258310278,0.00012405706143831394,404198.8148791793,0.00366851101580323,0.3826624611294116
2.0,6.0,100.0,4.832930238571752,1e-06,0.060911864302286615,0.00012660602962580124,403572.0148113045,0.0030909608095132427,0.3650133093584366
2.0,6.0,100.0,6.158482110660261,1e-06,0.036373745847111616,0.00012666701171166128,403345.4448454519,0.005814877752738264,0.3564194578055314
2.0,6.0,100.0,7.847599703514611,1e-06,0.11132293842006484,0.00014917550682348174,403044.6412590781,0.09678931371759511,0.35079186516975763
2.0,6.0,100.0,10.0,1e-06,3.873999390649842,0.0001612054968785156,402914.10944847076,3.836816891103033,0.3477876161266449
2.0,6.0,110.0,0.1,1e-06,25220.259169693396,8.013507784744944e-05,9103057.374152524,6158.700815599569,10.223352476780516
2.0,6.0,110.0,0.12742749857031338,1e-06,7637.0127576153745,6.855316173192112e-05,4739535.702938582,1510.299659753805,9.130911477348425
2.0,6.0,110.0,0.16237767391887217,1e-06,2677.992560748783,5.8980801290564826e-05,2458378.8587033767,348.37602836806013,7.294790119938113
2.0,6.0,110.0,0.20691380811147897,1e-06,718.7899041613683,2.822045172728447e-05,1273732.2967401869,67.10572983849005,4.6750971420096
2.0,6.0,110.0,0.26366508987303583,1e-06,162.18878162755334,2.368818106000692e-05,837258.9796676843,18.335771098303734,3.707134975043876
2.0,6.0,110.0,0.33598182862837817,1e-06,57.19486398289004,2.4618988219185082e-05,659392.4694287118,6.83340732189095,2.4824916917688147
2.0,6.0,110.0,0.42813323987193935,1e-06,24.72353704833214,6.647577855906995e-05,555566.0423619319,2.5581420254369394,1.7025027567623754
2.0,6.0,110.0,0.5455594781168519,1e-06,11.604113991092483,7.401124312977046e-05,489787.14751763747,0.8870833118727333,1.1626564659348018
2.0,6.0,110.0,0.6951927961775606,1e-06,,,,,
2.0,6.0,110.0,0.8858667904100825,1e-06,2.255042845584036,0.00010130039672319264,425922.24938398215,0.08784968754790368,0.5784487921608961
2.0,6.0,110.0,1.1288378916846888,1e-06,1.0497966032747543,0.00010122010751670517,413830.3680716141,0.025527432694120875,0.4592792000101801
2.0,6.0,110.0,1.438449888287663,1e-06,0.45133847008147454,0.0001146368628261457,408340.87202954857,0.01203785912378798,0.4127992080560881
2.0,6.0,110.0,1.8329807108324356,1e-06,0.2817000360386445,0.00011962467793501224,405775.77848203725,0.0055206096672873505,0.38901784411644325
2.0,6.0,110.0,2.3357214690901213,1e-06,0.11686113557761676,0.0001275035721337189,404062.11437514366,0.004118918772619229,0.37354439930832717
2.0,6.0,110.0,2.9763514416313175,1e-06,0.14622853378659426,0.00011878070226545951,405078.9849337972,0.00583080603120502,0.39394993691766006
2.0,6.0,110.0,3.79269019073225,1e-06,0.10554360290204182,0.00012510913062585086,404083.07603358617,0.0035852067902742125,0.3828593704447631
2.0,6.0,110.0,4.832930238571752,1e-06,0.058333308970069386,0.00012757094784436474,403462.42815411347,0.002960195288481961,0.36453832915526724
2.0,6.0,110.0,6.158482110660261,1e-06,0.03487787326100941,0.0001273080254807088,403309.94000625215,0.004895357828915435,0.3560725217197001
2.0,6.0,110.0,7.847599703514611,1e-06,0.08077056073306932,0.00016892992874646234,403029.3271427299,0.06653564569672446,0.3506686830885474
2.0,6.0,110.0,10.0,1e-06,2.594326525109309,0.00017553614993087423,402906.2743214014,2.563272668813716,0.347774157903858
2.0,6.0,120.0,0.1,1e-06,25734.548508837008,6.822686953871362e-05,8602377.22228045,5388.891195858559,9.738672096600922
2.0,6.0,120.0,0.12742749857031338,1e-06,7149.079675139834,4.036109180994059e-05,4275023.883121439,1200.2769390797107,8.315450494017547
2.0,6.0,120.0,0.16237767391887217,1e-06,2317.500731269797,4.2769692061338e-05,2211861.9382850174,273.8159714151065,7.29605688335612
2.0,6.0,120.0,0.20691380811147897,1e-06,604.0354853933294,2.4327729855698826e-05,1214587.313670605,59.81695600406423,7.310872849868768
2.0,6.0,120.0,0.26366508987303583,1e-06,158.84776125897682,2.1970167207905465e-05,823541.0914066111,17.30546535795397,3.6720199726329055
2.0,6.0,120.0,0.33598182862837817,1e-06,56.41269774598398,2.2333455644156053e-05,649277.5359117626,6.3203087418352055,2.3846943693511102
2.0,6.0,120.0,0.42813323987193935,1e-06,24.441603823950885,3.252782911196463e-05,548485.5804008218,2.302913751955741,1.6400564929881263
2.0,6.0,120.0,0.5455594781168519,1e-06,11.06621655197716,3.928648609893965e-05,485194.0877057138,0.8055257892989798,1.1268811262872653
2.0,6.0,120.0,0.6951927961775606,1e-06,5.045752140839241,6.207860166939216e-05,446562.6164119082,0.2605556091135396,0.7781838595805369
2.0,6.0,120.0,0.8858667904100825,1e-06,2.1336270405489515,8.878082618638393e-05,424014.65225631173,0.07729614834427434,0.5645871828548142
2.0,6.0,120.0,1.1288378916846888,1e-06,1.0341507320933223,0.0001065195479558222,413239.00177528727,0.02395896590541241,0.45649999584905754
2.0,6.0,120.0,1.438449888287663,1e-06,0.42110156977953206,0.00011697938347550839,407803.4967827308,0.01104866755888544,0.40893462261869146
2.0,6.0,120.0,1.8329807108324356,1e-06,0.27811642321514274,0.00012231812494640717,405645.8684778758,0.0054291148624605245,0.38862802173933464
2.0,6.0,120.0,2.3357214690901213,1e-06,0.11345726344282184,0.00012978089282111372,403916.7298242984,0.0039033843419181836,0.37223750652231724
2.0,6.0,120.0,2.9763514416313175,1e-06,0.14030372319694237,0.00012045682513878666,404919.51425284945,0.005661432026660808,0.3925192839837363
2.0,6.0,120.0,3.79269019073225,1e-06,0.10516374506551907,0.000126108229862392,404050.4046916617,0.0035633859000259024,0.38290401978753263
2.0,6.0,120.0,4.832930238571752,1e-06,0.057654286793704296,0.00012817714692736761,403410.2266221875,0.002924267228666148,0.3644363512829747
2.0,6.0,120.0,6.158482110660261,1e-06,0.034582113316844625,0.00012714194153322334,403282.7506098676,0.00463503139832493,0.3560567883771341
2.0,6.0,120.0,7.847599703514611,1e-06,0.07199329369812706,0.0001339489098553109,403014.36042433063,0.05771462812714997,0.3506982370664542
2.0,6.0,120.0,10.0,1e-06,2.223214200362205,0.00015728022374843242,402897.1538871856,2.193337324539087,0.34782629524656095
2.0,6.0,130.0,0.1,1e-06,23296.37982979122,6.840559994813024e-05,8124842.600917779,4846.217798461633,9.524420709483152
2.0,6.0,130.0,0.12742749857031338,1e-06,7192.630294308221,4.650100529937507e-05,4041807.8428311674,1069.4218074614712,7.8419940214381905
2.0,6.0,130.0,0.16237767391887217,1e-06,2171.135470911982,5.208252429981356e-05,1993242.6340044183,211.39606509034053,6.2267105368599935
2.0,6.0,130.0,0.20691380811147897,1e-06,513.8676421521343,2.1739160624820553e-05,1116198.2374904938,46.17852809512472,5.68993339826621
2.0,6.0,130.0,0.26366508987303583,1e-06,137.63952351732019,1.870975604357419e-05,787910.6916950629,14.604144181539832,3.5109837784705396
2.0,6.0,130.0,0.33598182862837817,1e-06,53.45984079869095,3.0763735419642986e-05,633106.7395798279,5.529073104696263,2.2775754475478296
2.0,6.0,130.0,0.42813323987193935,1e-06,23.362605328065868,4.72246914668058e-05,537880.138424599,1.9867638612208722,1.5538539668031974
2.0,6.0,130.0,0.5455594781168519,1e-06,,,,,
2.0,6.0,130.0,0.6951927961775606,1e-06,4.692669601242132,6.8884426737961e-05,442484.9007685687,0.22026932544795755,0.7331133848907978
2.0,6.0,130.0,0.8858667904100825,1e-06,1.9868715454503199,9.35441481393336e-05,421953.6729162339,0.06404420484467035,0.5396403460811674
2.0,6.0,130.0,1.1288378916846888,1e-06,0.9712358454645336,0.00011000672523706661,412563.46251202014,0.02199541869584444,0.44971390849740955
2.0,6.0,130.0,1.438449888287663,1e-06,0.38801246059527866,0.00011594447847625211,407347.94964976085,0.010129516159402795,0.4044577027667815
2.0,6.0,130.0,1.8329807108324356,1e-06,0.2714320046822133,0.00012366814317851961,405566.01321185357,0.005290672079856741,0.38774689214995717
2.0,6.0,130.0,2.3357214690901213,1e-06,0.11013150585620701,0.000130162967828849,403852.1975542882,0.00371833136675567,0.3709686492164176
2.0,6.0,130.0,2.9763514416313175,1e-06,0.13468665503761024,0.0001210580215601053,404782.3287387098,0.005514807739135489,0.39095901635151237
2.0,6.0,130.0,3.79269019073225,1e-06,0.10499050323286559,0.0001263148248126579,404036.225602942,0.0035449523001701197,0.38300668232818946
2.0,6.0,130.0,4.832930238571752,1e-06,0.05729057602561646,0.00012785206176814948,403392.1666174986,0.0028856863477602994,0.36438989674168565
2.0,6.0,130.0,6.158482110660261,1e-06,0.03426895808254636,0.00012607506843006008,403283.5281588036,0.004407913262981704,0.3559578548349014
2.0,6.0,130.0,7.847599703514611,1e-06,0.06365352894382632,0.00011743078204069139,403018.1553885031,0.04940184410700875,0.35065758061545954
2.0,6.0,130.0,10.0,1e-06,1.8677665463437618,0.0001518721509558465,402900.05362301087,1.8385940010989792,0.34781343172636786
2.0,6.0,140.0,0.1,1e-06,22561.110557179192,7.641955583520301e-05,7926879.654700169,4595.214032984548,9.497634727676632
2.0,6.0,140.0,0.12742749857031338,1e-06,7142.953076329014,4.6025271068392505e-05,3882282.960402416,981.4965136960843,7.625069388235454
2.0,6.0,140.0,0.16237767391887217,1e-06,2038.9235320712512,4.838672603879049e-05,1878426.6774593347,184.61469188465426,5.7792158500712905
2.0,6.0,140.0,0.20691380811147897,1e-06,461.64955967469814,2.0464013225567965e-05,1085714.8623768117,42.76809966264048,5.751273695579352
2.0,6.0,140.0,0.26366508987303583,1e-06,134.68468223538466,1.7940428339638303e-05,775452.7909262398,13.768370432907371,3.2778720906812486
2.0,6.0,140.0,0.33598182862837817,1e-06,52.061746494643046,3.590578766212297e-05,622852.3594693304,5.099473594886852,2.1913248444090097
2.0,6.0,140.0,0.42813323987193935,1e-06,22.70911609301878,5.929696795737641e-05,532021.9307254753,1.8305369556844897,1.502308359223978
2.0,6.0,140.0,0.5455594781168519,1e-06,9.99663332825143,6.601530289343987e-05,475215.58620605734,0.6377570621354227,1.0247915028264036
2.0,6.0,140.0,0.6951927961775606,1e-06,4.517238088978578,8.28994332848113e-05,440640.0551618527,0.20151218197542894,0.7093808240872194
2.0,6.0,140.0,0.8858667904100825,1e-06,1.9237151613678873,0.00010030998113986753,421084.4804057962,0.05979402908506949,0.5288927321796353
2.0,6.0,140.0,1.1288378916846888,1e-06,0.9272971784702784,0.00011596854146237545,412069.3411784537,0.02080287481623696,0.4441626967350159
2.0,6.0,140.0,1.438449888287663,1e-06,0.3784211127586265,0.00011782140558749649,407093.3029801563,0.009585246920227171,0.40248393288490947
2.0,6.0,140.0,1.8329807108324356,1e-06,0.26726604624579026,0.0001243132946027319,405474.54889421316,0.00520544474826275,0.3871603564591234
2.0,6.0,140.0,2.3357214690901213,1e-06,0.10911647120849138,0.0001306168754714693,403793.1003443969,0.0036196523044680195,0.37049328572671625
2.0,6.0,140.0,2.9763514416313175,1e-06,0.1300247863418307,0.00012248370269849144,404644.5924835424,0.005367783587976735,0.3895845048623442
2.0,6.0,140.0,3.79269019073225,1e-06,0.10455612090728916,0.00012696707570496944,404009.42667088343,0.0035251422006504483,0.38287545020826247
2.0,6.0,140.0,4.832930238571752,1e-06,0.056481922077510016,0.00012826991535421227,403346.4357152949,0.00284970236982794,0.3640969286951643
2.0,6.0,140.0,6.158482110660261,1e-06,0.03395828787118632,0.0001260903251137084,403265.34434945206,0.004228143140847341,0.35577687554979964
2.0,6.0,140.0,7.847599703514611,1e-06,0.057844784342669674,0.0001235281246220448,403010.15524063096,0.04362563337460456,0.3505875893409802
2.0,6.0,140.0,10.0,1e-06,1.6238023511548296,0.00013930396311402475,402895.8738283031,1.595751819182469,0.34780735252370165
