dim,k,p,scale,L_reg,num_samples,eigen_error,orth_error,eigen_cost,fitted_eigen_error,eigenvalue_mse,fitted_eigenvalue_mse,eigenfunc_mse,linear_reconstruction,quadratic_reconstruction,cubic_reconstruction,linear_L_reconstruction,quadratic_L_reconstruction,cubic_L_reconstruction,linear_pde_error,quadratic_pde_error
1.0,1,200.0,1.7475284000076838,1e-06,50000.0,4.105094469187658e-08,7.058817398156872e-13,6.932618564380426e-09,4.104885568525449e-08,9.743259102351518e-13,2.1000290918646336e-13,1.5573851183259108e-09,1.000000000242137,1.0000161264578176,1.000000005982821,1.000000000000162,1.0000000000695757,1.0000000000046287,1.0000003453109614,1.0000018354124316
1.0,1,200.0,1.8957356524063758,1e-06,50000.0,7.678119002970693e-08,1.2222092639685924e-12,1.3686327999290198e-08,7.677850275881355e-08,9.609604690646916e-13,4.3428725664633497e-13,2.669977308911992e-09,1.0000000003538758,1.0000184655631523,1.0000000080302893,1.000000000000233,1.0000000000992997,1.0000000000066551,1.0000003450926824,1.0000018072398464
1.0,1,200.0,2.0565123083486516,1e-06,50000.0,1.3291987676496824e-07,2.0181130284316556e-12,2.0919145940919227e-08,1.329164064719072e-07,9.65351357978878e-13,7.750172299907013e-13,4.527924818748191e-09,1.000000000458137,1.000021315611999,1.0000000105550424,1.000000000000311,1.000000000131422,1.0000000000088876,1.0000003448889667,1.000001773210688
1.0,1,200.0,2.2309243744089824,1e-06,50000.0,1.6544036985989066e-07,2.505230324493197e-12,2.7707691270288263e-08,1.654366156844926e-07,9.33820475022105e-13,9.432821191089029e-13,5.7653545912892815e-09,1.0000000005002443,1.0000231017092915,1.0000000119569556,1.0000000000003433,1.0000000001441323,1.0000000000098035,1.000000344806633,1.0000017520501336
1.0,1,200.0,2.4201282647943816,1e-06,50000.0,1.0690181171834706e-07,1.8145773011113997e-12,1.6669636469497326e-08,1.0689896002662293e-07,9.203329013274878e-13,5.319610264687729e-13,4.184514463818652e-09,1.000000000452752,1.0000224253186296,1.000000010866201,1.0000000000002576,1.0000000001084626,1.0000000000073628,1.0000003448993602,1.0000017600419193
1.0,1,200.0,2.625378468783062,1e-06,50000.0,4.367632122238426e-08,9.456935176514522e-13,8.557808923452567e-09,4.367461566385217e-08,9.359951509751925e-13,1.1458397803980201e-13,2.3379842530269073e-09,1.0000000004233622,1.000021436026424,1.0000000096142179,1.0000000000001195,1.0000000000504896,1.0000000000034177,1.0000003449567063,1.0000017717662286
1.0,1,200.0,2.8480358684358014,1e-06,50000.0,3.300347093137714e-08,6.679348642662716e-13,7.950406237976637e-09,3.300236692673124e-08,9.454265095300542e-13,6.144401097951687e-15,2.2259651975653167e-09,1.0000000004702203,1.0000224240742486,1.0000000100505304,1.0000000000000278,1.0000000000116505,1.0000000000007911,1.0000003448650434,1.000001760044569
1.0,1,200.0,3.089576761729402,1e-06,50000.0,4.9236256449610906e-08,7.794229149334321e-13,1.2133678893549057e-08,4.923538299992318e-08,9.647394441913884e-13,2.2682160315202386e-15,3.3005041805368447e-09,1.0000000005849252,1.0000251607875046,1.0000000120662254,0.9999999999999831,0.9999999999929873,0.999999999999519,1.0000003446407824,1.000001727789271
1.0,1,200.0,3.3516026509388426,1e-06,50000.0,8.358947452202784e-08,1.1908523409305038e-12,1.9997662250812272e-08,8.358872658931565e-08,9.47663214430325e-13,1.1804485448712728e-14,5.476878897544969e-09,1.0000000007568448,1.000029005846156,1.0000000153182087,0.9999999999999616,0.9999999999842121,0.9999999999989035,1.0000003443046672,1.000001682978574
1.0,1,200.0,3.6358508611685774,1e-06,50000.0,1.4130531832127464e-07,1.959865510890833e-12,3.310623564603164e-08,1.4130463693798934e-07,9.429785995793757e-13,2.1202515636122934e-14,9.153939444742086e-09,1.0000000009778371,1.0000335434488852,1.000000019543802,0.9999999999999489,0.9999999999791714,0.9999999999985314,1.000000343872608,1.0000016308602937
1.0,1,200.0,3.944206059437656,1e-06,50000.0,2.2811358075755457e-07,3.1544567624601124e-12,5.5690763768094234e-08,2.2811300927771995e-07,8.668895696668742e-13,3.0661943691382887e-14,1.468718459257e-08,1.0000000012234456,1.0000382914975134,1.000000024124842,0.9999999999999385,0.9999999999753689,0.999999999998235,1.0000003433923976,1.0000015772115842
1.0,1,200.0,4.278712750694265,1e-06,50000.0,3.324225786072554e-07,4.615419608212168e-12,8.027493080461927e-08,3.324220737698595e-07,8.263288102038726e-13,3.9404804255908694e-14,2.1328520126669097e-08,1.0000000014250496,1.0000423376172047,1.0000000273893401,0.9999999999999303,0.9999999999724795,0.9999999999979998,1.0000003429981168,1.0000015322124054
1.0,1,200.0,4.6415888336127775,1e-06,50000.0,4.004859069383397e-07,5.6127232742170015e-12,9.651150951978282e-08,4.0048547909614096e-07,7.353706021687355e-13,4.138794346331878e-14,2.5669991785796728e-08,1.0000000014668233,1.0000443048061458,1.000000026574404,0.9999999999999285,0.9999999999719953,0.9999999999979499,1.0000003429161828,1.0000015105754134
1.0,1,200.0,5.035240306053041,1e-06,50000.0,3.6076943923346287e-07,5.165325725000536e-12,8.428367223687487e-08,3.6076901980788537e-07,6.732365973112277e-13,2.988696984871214e-14,2.3197433852053958e-08,1.0000000012846284,1.0000434234078912,1.0000000207090995,0.9999999999999394,0.9999999999761254,0.9999999999982566,1.0000003432721276,1.0000015202480348
1.0,1,200.0,5.46227721768434,1e-06,50000.0,2.3114271766511018e-07,3.4793964802690128e-12,5.8189638273064626e-08,2.3114224027606645e-07,6.468043271886291e-13,1.2838556458230198e-14,1.505580046894195e-08,1.0000000009746417,1.000041163792461,1.0000000135131613,0.9999999999999603,0.9999999999842235,0.9999999999988562,1.0000003438781246,1.0000015451769608
1.0,1,200.0,5.925530975545677,1e-06,50000.0,1.1042666141296432e-07,1.8504808877955467e-12,2.64758368701175e-08,1.1042608476660267e-07,6.65073280688472e-13,3.1525290787394178e-15,7.500838486900723e-09,1.0000000006773255,1.0000403485018723,1.0000000087182017,0.9999999999999802,0.9999999999921594,0.9999999999994326,1.000000344459555,1.0000015541970941
1.0,1,200.0,6.4280731172843195,1e-06,50000.0,4.441416221243401e-08,9.055057496171069e-13,1.1506199163822822e-08,4.4413485696491106e-08,7.090421319773043e-13,3.818159400044186e-16,3.4489829316271456e-09,1.0000000004533907,1.0000425642920756,1.00000000642894,0.9999999999999929,0.9999999999972928,0.9999999999998025,1.0000003448975205,1.0000015296150866
