dim,k,p,scale,L_reg,num_samples,eigen_error,orth_error,eigen_cost,fitted_eigen_error,eigenvalue_mse,fitted_eigenvalue_mse,eigenfunc_mse,linear_reconstruction,quadratic_reconstruction,cubic_reconstruction,linear_L_reconstruction,quadratic_L_reconstruction,cubic_L_reconstruction,linear_pde_error,quadratic_pde_error,cubic_pde_error
2.0,1,100.0,0.31622776601683794,1e-06,128.0,3.208149118018466e-09,4.018032711907003e-13,8.030808597755313e-11,3.2075949167056764e-09,9.890207853998165e-13,6.252401282830252e-14,1.3201071968611454e-11,1.0000000070614232,1.0000057539867766,1.0000000092212178,0.9999999999909862,1.0000000007914356,0.9999999999874822,1.0002799521625696,1.0040786705934268,1.0069833444053167
2.0,1,100.0,0.31622776601683794,1e-06,256.0,4.543174167699604e-09,2.726819630482336e-13,3.601163714140936e-11,4.541694215401419e-09,9.999939461880126e-13,4.688794544911037e-14,2.0108873126948046e-11,1.0000000009944345,1.000000402685051,1.0000000100044235,1.0000000000078082,0.9999999993152369,1.000000000010839,1.0002799442875774,1.0040768094833947,1.0069787013617628
2.0,1,100.0,0.31622776601683794,1e-06,512.0,1.378689771306833e-10,7.827580289423113e-14,5.934989521992024e-12,1.3677162720733403e-10,9.999917053449388e-13,2.2609079466981172e-15,1.397036992778047e-12,0.9999999979839469,1.0000020491766932,0.9999999986730069,1.0000000000017149,0.9999999998495922,1.0000000000023805,1.0002799211569224,1.004077610238099,1.0069826973518352
2.0,1,100.0,0.31622776601683794,1e-06,1024.0,8.849698407084854e-11,1.2011950824450138e-14,4.2448534734115434e-12,8.737801690005814e-11,9.99993428433264e-13,3.3426655384644574e-15,1.0796311692047365e-12,0.9999999980731029,1.0000017803082413,0.9999999990153514,1.0000000000020852,0.9999999998171243,1.0000000000028948,1.000279931208203,1.0040774869877964,1.0069827789738786
2.0,1,100.0,0.31622776601683794,1e-06,2048.0,6.924194863728151e-11,1.2825941262868698e-15,3.01200822901582e-12,6.822588185560359e-11,9.999945532921947e-13,6.406595630238186e-17,7.454821008299758e-13,0.9999999990654331,1.0000016148542288,0.999999999076465,1.0000000000002887,0.9999999999746829,1.0000000000004008,1.000279932589784,1.004077569422424,1.0069831073359958
2.0,1,100.0,0.31622776601683794,1e-06,4096.0,6.47487543489504e-11,1.0695317811604354e-15,2.9104185518722934e-12,6.370911939829282e-11,9.999949815474273e-13,3.852361162192424e-16,8.271078590390461e-13,1.0000000015177577,1.0000016215032537,1.0000000017671127,1.0000000000007077,0.9999999999379183,1.0000000000009828,1.0002799357736083,1.004077565808731,1.0069831919071919
2.0,1,100.0,0.31622776601683794,1e-06,8192.0,4.1717282106726947e-11,1.5683121198712524e-16,2.1832774603873905e-12,4.064562964320604e-11,9.999955655465143e-13,1.2396530648586284e-15,6.316290882507487e-13,0.9999999987789036,1.0000014306773837,0.9999999993250047,1.0000000000012699,0.9999999998886381,1.0000000000017628,1.0002799330216297,1.0040775157025654,1.006983061514
2.0,1,100.0,0.31622776601683794,1e-06,16384.0,5.925745906242084e-11,1.9514584463706875e-16,2.7994964639316638e-12,5.83570409648148e-11,9.999942980568945e-13,2.610548440095301e-15,7.671739742168459e-13,1.000000000258069,1.000001610452998,1.0000000007038556,0.9999999999981574,1.0000000001616098,0.9999999999974419,1.000279941462849,1.0040776178466222,1.006983228529896
2.0,1,100.0,0.31622776601683794,1e-06,32768.0,3.8211132228136494e-11,4.941792051969718e-17,1.8648817351411768e-12,3.721611798834101e-11,9.99996278833207e-13,6.220724457807648e-18,5.415962881130871e-13,1.0000000008492973,1.0000012682621582,1.0000000008155008,0.9999999999999101,1.0000000000078884,0.9999999999998751,1.000279947933267,1.0040774613126955,1.0069834158753328
2.0,1,100.0,0.4832930238571753,1e-06,128.0,4.0264786435823745e-08,9.820547223347768e-12,2.3187093505365953e-09,4.026470569349394e-08,9.996742594948574e-13,5.122046228407141e-13,3.7985155597121694e-10,1.000000013222196,1.0000023311765425,1.000000014553027,0.9999999999742096,1.000000002264096,0.9999999999641738,1.0002801531935663,1.0040780865313061,1.0069721357030887
