dim,k,p,scale,L_reg,num_samples,eigen_error,orth_error,eigen_cost,fitted_eigen_error,eigenvalue_mse,fitted_eigenvalue_mse,eigenfunc_mse,linear_reconstruction,quadratic_reconstruction,cubic_reconstruction,linear_L_reconstruction,quadratic_L_reconstruction,cubic_L_reconstruction,linear_pde_error,quadratic_pde_error,cubic_pde_error
2.0,1,100.0,0.4832930238571753,1e-06,256.0,1.6963557471090615e-10,1.0539715191429476e-13,1.867774914511092e-11,1.6864525842078553e-10,1.000987561282142e-12,2.859526586828263e-17,4.361129303967238e-12,0.9999999986359647,1.0000034933728945,0.9999999989277316,0.9999999999995316,0.9999999999901021,0.9999999999999949,1.0000166650498525,1.001808389056289,1.000857478874095
2.0,1,100.0,0.4832930238571753,1e-06,512.0,1.1102247155465497e-10,1.0607167292890406e-14,9.495163734077275e-12,1.1012565720911636e-10,9.5150948860257e-13,8.094426068765035e-16,2.258538008266999e-12,0.9999999984319352,1.000002391412455,1.0000000004965124,0.9999999999975089,0.9999999999473227,0.999999999999973,1.0000166634446934,1.0018081240486851,1.0008576568470926
2.0,1,100.0,0.4832930238571753,1e-06,1024.0,1.1475744508924464e-10,1.5056297923775455e-17,1.0336610514090784e-11,1.1374137003897388e-10,9.993572600412653e-13,6.933734456393363e-17,2.915308985662464e-12,1.0000000013694956,1.0000029421994872,0.999999999815197,1.000000000000729,1.0000000000154154,1.0000000000000078,1.0000166627495912,1.0018082499569492,1.0008572385197192
2.0,1,100.0,0.4832930238571753,1e-06,2048.0,1.286751295064169e-10,1.1937031812277016e-14,1.2153822059829207e-11,1.2785494184259717e-10,9.915628241183665e-13,8.123488581928207e-15,3.589983599411234e-12,1.0000000042045716,1.0000033169602431,1.000000001892616,0.9999999999921092,0.9999999998331637,0.9999999999999148,1.0000166614325856,1.0018083537163398,1.000857419005864
2.0,1,100.0,0.4832930238571753,1e-06,4096.0,8.745686182337363e-11,7.412115650469806e-15,9.052707693760657e-12,8.627617208381579e-11,9.975963304763204e-13,7.708503855053631e-15,3.303621471474898e-12,1.0000000062200496,1.0000028789887345,1.000000002522802,1.000000000007686,1.0000000001625424,1.000000000000083,1.0000166650784723,1.0018081121915294,1.000857425510547
2.0,1,100.0,0.4832930238571753,1e-06,8192.0,1.0975923611495103e-10,7.132452314519747e-16,1.0836671618433492e-11,1.0900807811201418e-10,9.999891416976102e-13,1.776911395539743e-14,3.1782683581416983e-12,0.9999999958520949,1.0000030858458406,0.9999999987151668,0.9999999999883277,0.999999999753239,0.9999999999998739,1.0000166664840644,1.001808227024143,1.0008575648256752
2.0,1,100.0,0.4832930238571753,1e-06,16384.0,1.0545539403123304e-10,1.1835213930968755e-15,9.277366167602375e-12,1.0434585489613792e-10,9.98193975726196e-13,2.9430705412578192e-15,2.6399537086629462e-12,0.9999999976892088,1.000002929205396,0.9999999988879085,1.0000000000047502,1.0000000001004326,1.0000000000000513,1.000016663581645,1.001808291809341,1.0008574501579415
2.0,1,100.0,0.4832930238571753,1e-06,32768.0,1.1091139878700084e-10,1.1851036076421961e-15,1.1443353222621579e-11,1.1005166308566491e-10,9.999707053872816e-13,5.2948905110692215e-15,3.517049505567529e-12,1.0000000065345174,1.0000031838416208,1.000000002608303,0.99999999999363,0.9999999998653011,0.9999999999999312,1.000016658554981,1.0018082801954618,1.0008574326650217
2.0,1,100.0,0.7386199822079361,1e-06,128.0,3.007970163139535e-09,8.45805982003133e-13,4.215681677611754e-10,3.0079423052000963e-09,1.0561689640081927e-12,7.409658960502044e-13,5.723798077124032e-11,1.0000000334001182,1.0000045207437087,1.0000000174256287,0.99999999992469,0.9999999984073121,0.9999999999991912,1.0000166460358673,1.0018095723497467,1.0008575244266045
2.0,1,100.0,0.7386199822079361,1e-06,256.0,2.64066602584476e-09,4.529984878945644e-12,2.538695648266181e-10,2.6400224260719344e-09,6.070633224101575e-13,5.337562436116629e-16,6.454399415884048e-11,1.000000007138926,1.0000099748294362,1.0000000055009106,1.0000000000020226,1.0000000000426894,1.0000000000000218,1.000016646461864,1.0018099029361738,1.0008578761970581
2.0,1,100.0,0.7386199822079361,1e-06,512.0,5.825540304161539e-10,4.9409826510595605e-15,5.48035641934975e-11,5.820438586497746e-10,6.101630705432757e-13,4.471100429186569e-15,1.7331644181438357e-11,1.000000001277328,1.0000058009953376,1.0000000020483535,0.9999999999941455,0.9999999998763098,0.9999999999999368,1.000016662764135,1.0018085272404595,1.000857449743288
2.0,1,100.0,0.7386199822079361,1e-06,1024.0,3.93439748626924e-10,2.0919460367312627e-14,6.162414529566255e-11,3.9295225321162516e-10,8.743917123840378e-13,5.6112360971896936e-14,1.2686440387941891e-11,1.0000000006255034,1.0000049699037479,0.999999997197263,0.9999999999792599,0.9999999995617261,0.9999999999997753,1.0000166674917972,1.0018086992078523,1.0008566436995359
2.0,1,100.0,0.7386199822079361,1e-06,2048.0,3.3478293266670015e-10,1.9362857142385574e-14,4.859853207683409e-11,3.336202624750134e-10,1.2252587194925425e-12,8.203798143410002e-16,1.1751049854077903e-11,0.999999997574095,1.0000049033953682,1.0000000006995606,0.999999999997492,0.9999999999470041,0.9999999999999728,1.0000166648072994,1.0018084045295708,1.0008578631294116
2.0,1,100.0,0.7386199822079361,1e-06,4096.0,3.866015463515606e-10,2.492263202708903e-15,4.664142211550002e-11,3.8660058283353065e-10,7.316368827262652e-16,1.5934471096688726e-17,1.2849226429894057e-11,0.9999999865769927,1.0000050244683591,0.999999990491956,1.0000000000003497,1.0000000000073859,1.0000000000000038,1.000016671154193,1.0018087593246554,1.0008566822111122
2.0,1,100.0,0.7386199822079361,1e-06,8192.0,3.0054500503941003e-10,5.380517113605183e-15,3.647458994890873e-11,2.9953270082289285e-10,1.0377821983969717e-12,1.583223064763507e-16,1.0261021371242767e-11,0.9999999951156744,1.000004918747432,0.9999999971448232,0.9999999999988981,0.999999999976719,0.9999999999999879,1.0000166670719588,1.0018086699243187,1.000857277361861
2.0,1,100.0,0.7386199822079361,1e-06,16384.0,3.870615627643698e-10,5.158806966094533e-15,5.471120306657477e-11,3.863780244671014e-10,8.849152774275043e-13,1.2981315577541701e-14,1.3979428377618747e-11,0.9999999944996535,1.0000053670812106,0.999999996711978,0.9999999999900231,0.9999999997892168,0.9999999999998921,1.0000166721094486,1.0018088251621613,1.0008569003615873
2.0,1,100.0,0.7386199822079361,1e-06,32768.0,2.1456204551490992e-10,2.1387868170039055e-17,3.154253378715029e-11,2.127832708139835e-10,1.7461810699263655e-12,1.5069223915634568e-16,9.814957581293736e-12,0.9999999921660017,1.0000043749231227,0.9999999949497962,1.0000000000010747,1.0000000000227172,1.0000000000000115,1.0000166768221783,1.0018088008156942,1.0008569451570688
2.0,1,100.0,1.1288378916846888,1e-06,128.0,2.086684051643719e-08,1.7893040077422903e-11,4.183638047692911e-09,2.0866814366064076e-08,9.893737734871499e-13,6.938250011317801e-13,7.810359726961198e-10,0.9999999793500522,1.0000254620057623,0.9999999736324613,0.9999999999270354,0.9999999984675452,0.999999999999199,1.0000166806880955,1.0018129457333984,1.0008512326377623
2.0,1,100.0,1.1288378916846888,1e-06,256.0,5.136986270553483e-09,3.9123864059691175e-12,2.8643082915082077e-10,5.132174799337099e-09,5.964224596477622e-12,6.183764796520606e-14,1.7885149574915347e-10,0.9999999739609202,1.0000129328253515,0.9999999804049775,0.9999999999782144,0.9999999995409016,0.9999999999997624,1.0000166728266404,1.0018108391052696,1.0008551658325944
2.0,1,100.0,1.1288378916846888,1e-06,512.0,1.4276060462010301e-09,7.850785938007166e-14,2.1180646656414302e-10,1.42721671949072e-09,9.437328334584297e-13,1.207553531725137e-13,5.3304519373583584e-11,1.0000000076271796,1.000008734159428,1.0000000049099096,0.9999999999695797,0.9999999993577262,0.999999999999672,1.0000166630741376,1.0018092653667459,1.000856845514696
2.0,1,100.0,1.1288378916846888,1e-06,1024.0,1.852976303430169e-09,6.147471504862201e-15,3.4520265330753645e-10,1.8521933107621814e-09,1.2225071031258884e-12,4.8753407049195025e-14,5.65466833243166e-11,1.0000000137383442,1.0000080230552864,1.000000010441092,0.9999999999806736,0.9999999995918116,0.9999999999997923,1.0000166518682787,1.0018092369452956,1.0008580764502715
2.0,1,100.0,1.1288378916846888,1e-06,2048.0,1.349760704613632e-09,3.748294108714652e-13,1.9780230260848934e-10,1.3491497157469182e-09,1.040760398787365e-12,5.689137144594071e-14,4.37670350457732e-11,1.000000001898304,1.000007097713997,0.9999999990663475,0.999999999979117,0.9999999995589484,0.9999999999997742,1.0000166643512802,1.0018095557583682,1.0008568265136912
2.0,1,100.0,1.1288378916846888,1e-06,4096.0,1.8164840230315469e-09,2.871571461660289e-14,2.5424639542135267e-10,1.8152919388804187e-09,1.021815643337181e-12,6.55730426375936e-15,5.57988949718577e-11,1.0000000000832532,1.0000076274095286,1.0000000046844009,1.0000000000070899,1.000000000149722,1.0000000000000762,1.0000166716509125,1.0018092178621205,1.0008576626013659
2.0,1,100.0,1.1288378916846888,1e-06,8192.0,2.1515787087198672e-09,2.512034269003842e-15,2.8489122323635014e-10,2.149754254815883e-09,2.3665888502672295e-12,3.521203556290166e-14,6.147397809904147e-11,0.9999999931788567,1.0000078574901077,0.9999999946488067,0.9999999999835676,0.9999999996530834,0.9999999999998219,1.0000166740865837,1.0018095341608653,1.0008562598323099
2.0,1,100.0,1.1288378916846888,1e-06,16384.0,1.532827612619462e-09,1.733187170464164e-14,2.340036707850457e-10,1.5324963321655483e-09,6.772399281227598e-13,6.119496872998225e-14,5.0199886059636456e-11,0.9999999870784121,1.0000077495675883,0.9999999883589976,0.9999999999783346,0.9999999995426524,0.9999999999997644,1.000016673541525,1.0018092104812706,1.000856171215769
2.0,1,100.0,1.1288378916846888,1e-06,32768.0,2.2576696516012107e-09,4.298277907136701e-15,3.482126288489632e-10,2.256793083418341e-09,9.520284447887705e-13,1.5576661950306102e-15,6.858120444246358e-11,0.9999999943494547,1.00000860528621,0.9999999992297421,0.999999999996544,0.9999999999270481,0.9999999999999626,1.0000166620364943,1.0018094124644958,1.0008583749204738
2.0,1,100.0,1.7252105499420405,1e-06,128.0,1.2115863435636386e-07,1.7769938262553557e-10,1.7388339955056e-08,1.2115837615002964e-07,1.0304525937386533e-12,2.57017210848273e-13,6.2057048889221066e-09,0.9999999813393216,1.0000660646972792,0.9999999733890298,0.9999999999555936,0.9999999990775715,0.9999999999995121,1.0000167150335104,1.0018198280155923,1.0008362747920772
2.0,1,100.0,1.7252105499420405,1e-06,256.0,3.436435610047127e-08,9.577069322005074e-11,5.353553929682267e-09,3.4364170761067524e-08,1.0174564122038497e-12,3.3429433197393415e-13,1.5243416394297715e-09,1.0000000048198576,1.0000317176593512,0.999999989737379,0.9999999999493819,0.9999999989380395,0.999999999999448,1.000016695240474,1.0018141390194355,1.000846904789869
2.0,1,100.0,1.7252105499420405,1e-06,512.0,6.27188712623258e-09,1.3917470259092192e-12,1.8576425306733528e-09,6.270325893825048e-09,1.0031098205273172e-12,6.147419099381533e-14,2.5331190621480074e-10,0.999999968599635,1.000011844292556,0.9999999701018965,1.000000000021724,1.0000000004579126,1.0000000000002385,1.0000166750850128,1.001810419849038,1.000854632145885
2.0,1,100.0,1.7252105499420405,1e-06,1024.0,6.2289838849459164e-09,2.0844805834268658e-17,1.1184408404095844e-09,6.228045002361884e-09,1.0133223975079134e-12,1.419754131705801e-15,2.302624127020496e-10,1.000000002677501,1.0000118576754078,1.00000000255868,0.9999999999967011,0.9999999999304139,0.9999999999999644,1.0000166567657365,1.0018100597769515,1.0008575723134812
2.0,1,100.0,1.7252105499420405,1e-06,2048.0,5.999581864804663e-09,8.165164067837146e-13,1.013164151946617e-09,5.9995446328958765e-09,8.33542699481398e-13,5.184431525765724e-13,2.1134182560989126e-10,1.0000000120629902,1.0000103475758917,1.0000000122660864,0.9999999999369746,0.9999999986698344,0.9999999999993239,1.0000166595641464,1.0018098076805062,1.0008570998546076
2.0,1,100.0,1.7252105499420405,1e-06,4096.0,4.747915620876545e-09,6.739416237915119e-14,8.289807519959668e-10,4.747087481557929e-09,9.516151339856375e-13,4.288404062208433e-15,1.7945555720343619e-10,1.0000000019020574,1.0000099541413796,1.0000000009283148,0.9999999999942665,0.9999999998789997,0.999999999999938,1.0000166587339079,1.001809687268245,1.0008573551236137
2.0,1,100.0,1.7252105499420405,1e-06,8192.0,5.388778640683729e-09,1.6895215646394707e-15,1.192013196475251e-09,5.388059178772567e-09,1.0043794143301348e-12,2.3708709009072134e-14,1.8978072524102142e-10,0.9999999933180505,1.0000104517029083,0.9999999999322378,0.9999999999865162,0.9999999997155341,0.9999999999998544,1.0000166655077085,1.0018098010348522,1.0008581149328069
2.0,1,100.0,1.7252105499420405,1e-06,16384.0,6.16714548036639e-09,1.204049012804097e-13,1.1054035548629642e-09,6.1667076072163735e-09,1.0169614518816373e-12,1.2021830122064633e-13,2.206171108763227e-10,0.9999999936714072,1.0000108570308515,0.9999999996467859,0.9999999999696377,0.9999999993595251,0.9999999999996723,1.0000166691807313,1.001810070395352,1.000857207292629
2.0,1,100.0,1.7252105499420405,1e-06,32768.0,8.847086883287773e-09,2.229182056538544e-13,1.731017159619406e-09,8.846916964393588e-09,1.0681139950215239e-12,3.8599369434406423e-13,3.097997935718421e-10,0.99999998994275,1.000011765462565,0.9999999960224519,0.9999999999455905,0.9999999988526814,0.9999999999994118,1.000016663002537,1.0018102090030587,1.0008585780927746
2.0,1,100.0,2.636650898730358,1e-06,128.0,2.0206043684719156e-08,3.298658300324426e-11,6.254114772214063e-09,2.0205996915017775e-08,9.823655954704984e-13,6.00438892380954e-13,1.5618211086637837e-09,0.9999999774977683,1.0000383609435872,0.9999999811429034,0.9999999999321203,0.9999999985793988,0.9999999999992595,1.000016690612839,1.001813233863586,1.000852809830318
2.0,1,100.0,2.636650898730358,1e-06,256.0,2.095863991545987e-08,1.0510630662013634e-10,3.0503652123137032e-09,2.0958553498161334e-08,9.784528696684433e-13,4.83304541639355e-13,1.5513062228154869e-09,1.0000000136914797,1.0000329425943544,1.0000000239482978,0.9999999999391495,0.999999998723554,0.9999999999993531,1.000016691930047,1.0018127133973074,1.0008554253050017
2.0,1,100.0,2.636650898730358,1e-06,512.0,5.7850815427709275e-09,1.0112361677173832e-12,9.488710102622702e-10,5.785055200967989e-09,1.0137611432825163e-12,7.13273823672065e-13,3.6623380606824186e-10,0.999999991234264,1.00001321906817,0.9999999879758713,0.9999999999260398,0.9999999984410335,0.999999999999195,1.0000166721764525,1.001809640627276,1.0008554732085786
2.0,1,100.0,2.636650898730358,1e-06,1024.0,7.55368406791001e-09,6.677688496499494e-13,2.0742568228789257e-09,7.553517701279623e-09,1.0023495768153214e-12,3.5199730630666583e-13,5.208688152590575e-10,0.9999999818021292,1.0000179630623427,0.999999986583565,0.9999999999480321,0.9999999989062082,0.9999999999994349,1.0000166643800728,1.0018099099242974,1.0008558879469407
2.0,1,100.0,2.636650898730358,1e-06,2048.0,7.135569595187724e-09,5.1555222814e-12,2.233687901801836e-09,7.135506684460154e-09,9.84263629659774e-13,5.494972089306569e-13,4.6405089666812636e-10,0.999999987990456,1.000015400262205,0.9999999927607329,0.9999999999350786,0.9999999986324543,0.9999999999992967,1.0000166752191202,1.001810582547685,1.0008571213936057
2.0,1,100.0,2.636650898730358,1e-06,4096.0,4.641154082272557e-09,1.0553477470145286e-13,1.179111635791405e-09,4.64105942317328e-09,1.0308593967337652e-12,5.007619038256088e-13,3.190288139472699e-10,0.9999999999969368,1.0000136376970383,1.0000000039198826,0.9999999999380417,0.9999999986938781,0.9999999999993329,1.0000166618631845,1.0018108311238125,1.0008582867161744
2.0,1,100.0,2.636650898730358,1e-06,8192.0,7.567437195180205e-09,1.7266728461321144e-14,2.137466409094154e-09,7.566586170481037e-09,1.000566388024928e-12,6.0486729751355066e-15,4.965602925995262e-10,0.9999999935722683,1.0000154711865488,0.9999999967738181,0.9999999999931896,0.9999999998565108,0.9999999999999264,1.0000166615624613,1.0018112673072783,1.0008577042745126
2.0,1,100.0,2.636650898730358,1e-06,16384.0,6.997484662997551e-09,2.3588590005475456e-16,1.9025326011661493e-09,6.997203465687988e-09,9.976529352046693e-13,2.1953476147412024e-13,4.857460395080846e-10,0.9999999993833668,1.0000164120267687,0.9999999974302944,0.9999999999589756,0.9999999991358149,0.999999999999556,1.0000166495054503,1.0018116353062425,1.0008591644343072
2.0,1,100.0,2.636650898730358,1e-06,32768.0,1.5515220156388723e-08,1.4003734989702396e-15,3.4290382277636524e-09,1.551308173465327e-08,9.894192395471343e-13,2.1868606673657285e-13,8.94068922286854e-10,0.999999991340074,1.0000184270967867,0.9999999913250455,1.0000000000409524,1.0000000008621528,1.0000000000004443,1.000016660380042,1.0018117033566056,1.0008559547033182
2.0,1,100.0,4.0296113202004,1e-06,128.0,1.9177565733176317e-07,6.551256765235029e-10,5.552854851151181e-08,1.9177135218308912e-07,9.2714899239168e-13,9.228213875108668e-12,1.4125472831613863e-08,0.9999999207975927,1.0000942868903988,0.9999998720623429,0.9999999997335496,0.9999999945176845,0.9999999999968794,1.0000167451461026,1.0018223011861493,1.000825661188558
2.0,1,100.0,4.0296113202004,1e-06,256.0,1.3046377368755514e-07,2.0912811327817577e-10,3.735257369508205e-08,1.3046027193927562e-07,9.44085592982534e-13,8.082211312955538e-12,9.036325380692337e-09,0.9999999868823604,1.00006437519821,1.0000000328359133,0.9999999997510081,0.9999999948264415,0.9999999999973906,1.0000167570292426,1.0018179000049094,1.0008538582420796
2.0,1,100.0,4.0296113202004,1e-06,512.0,6.721560040895222e-08,2.634183184377976e-11,1.8719444652166185e-08,6.721337953210698e-08,9.521183981744607e-13,6.08130412180053e-12,4.337941714918441e-09,0.9999999144242615,1.00002326927636,0.9999999218114337,0.9999999997836644,0.9999999954613951,0.9999999999975644,1.0000167324979814,1.0018136108135982,1.0008485218302496
2.0,1,100.0,4.0296113202004,1e-06,1024.0,7.583331632225338e-08,1.05831822653398e-11,2.176443885172213e-08,7.583058662341696e-08,9.515564145301684e-13,6.904570113316202e-12,4.9970948079791625e-09,0.9999999168955421,1.0000304893420524,0.9999999253704108,0.9999999997694967,0.9999999951735025,0.9999999999974106,1.000016684151851,1.0018134283815756,1.000849919941408
2.0,1,100.0,4.0296113202004,1e-06,2048.0,6.376694095218392e-08,3.997372591857341e-11,1.7743075207688763e-08,6.376516053504254e-08,9.686547533312862e-13,5.3755401241147584e-12,4.077212660611752e-09,0.9999999537200404,1.0000267441652158,0.99999996381982,0.9999999997967848,0.9999999957367781,0.9999999999977655,1.0000166897784866,1.0018126770694322,1.0008540738428418
2.0,1,100.0,4.0296113202004,1e-06,4096.0,6.095917940965871e-08,7.882147388447933e-13,1.6010916810374605e-08,6.095781743508064e-08,9.712596040626946e-13,4.633519664107206e-12,3.848717725779391e-09,0.9999999882753735,1.000022622039091,0.9999999815018239,0.9999999998114807,0.9999999960374261,0.9999999999979388,1.0000166462354358,1.0018123396691578,1.0008566832307122
2.0,1,100.0,4.0296113202004,1e-06,8192.0,7.472959712944695e-08,1.0871440287999105e-12,1.985580165795315e-08,7.472728132688687e-08,9.218822666433321e-13,6.1599384491702114e-12,4.72962854109023e-09,1.0000000035902998,1.0000273316816188,1.0000000174276653,0.9999999997827116,0.9999999954371779,0.999999999997684,1.0000166378429174,1.001812885672669,1.0008631401635628
2.0,1,100.0,4.0296113202004,1e-06,16384.0,6.165153574499725e-08,1.0418378277826131e-14,1.6899656377926446e-08,6.164948993606435e-08,9.616831327234738e-13,5.812786666281389e-12,3.9919066617738484e-09,0.9999999833629875,1.0000295850789027,0.999999990301268,0.9999999997888258,0.9999999955702973,0.9999999999977102,1.0000166536541015,1.0018132861093059,1.0008591449551751
2.0,1,100.0,4.0296113202004,1e-06,32768.0,8.158162342624999e-08,2.4274915383264474e-12,2.2310579945980545e-08,8.157991616568882e-08,9.662124181425832e-13,5.2421850056864174e-12,5.267770503734402e-09,1.0000000222899068,1.0000321518698838,1.0000000554398427,0.999999999799636,0.9999999957961941,0.999999999997921,1.0000166306604228,1.0018144120499537,1.000871645615217
2.0,1,100.0,6.158482110660264,1e-06,128.0,1.2260940111001073e-08,1.3747082580453966e-13,3.5411351344526037e-09,1.2260897533706363e-08,9.291678197888303e-13,5.739438397970271e-13,1.4585679445050766e-09,0.9999999847255798,1.0000593507200808,0.9999999870209038,0.9999999999336454,0.9999999986190494,0.9999999999992782,1.0000166751650545,1.00181978378775,1.0008585124810019
2.0,1,100.0,6.158482110660264,1e-06,256.0,1.2814232155792615e-08,1.2994840454007798e-11,5.409938158380729e-09,1.2813818921103245e-08,9.247332296172154e-13,1.0163237838650094e-13,1.4345904762737112e-09,0.9999999745110113,1.0000534178713458,0.9999999394343387,0.999999999972071,0.9999999994179034,0.9999999999996853,1.000016678967993,1.0018157078342462,1.0008508560859697
2.0,1,100.0,6.158482110660264,1e-06,512.0,1.1736252983865393e-08,4.470754957950082e-12,3.1761461771036477e-09,1.1736248871487377e-08,9.25246073647961e-13,1.0527273316923954e-12,1.0751848226477931e-09,0.9999999682859575,1.0000368931034427,0.9999999520802538,0.9999999999101008,0.9999999981182744,0.9999999999989987,1.0000166910498904,1.0018159548196302,1.0008474585748837
2.0,1,100.0,6.158482110660264,1e-06,1024.0,1.0353147262335864e-08,3.53925221199671e-14,4.257093967381783e-09,1.035305718185688e-08,9.313203359395013e-13,4.421123106391305e-13,9.615153184525494e-10,0.9999999863463569,1.000034853056238,1.00000004187981,0.9999999999417647,0.9999999987798054,0.9999999999993943,1.0000166770043504,1.0018123635284368,1.000860313098278
2.0,1,100.0,6.158482110660264,1e-06,2048.0,1.8005495382003545e-08,4.7647433447427935e-12,4.310308023638586e-09,1.8005490816120455e-08,8.897327875152302e-13,1.0217726910958738e-12,1.4785624731418015e-09,0.999999985774804,1.0000375939550858,0.9999999986101967,0.9999999999114673,0.999999998146489,0.9999999999990459,1.0000166631188065,1.0018159331572245,1.000857937447624
2.0,1,100.0,6.158482110660264,1e-06,4096.0,2.7135593622048792e-08,1.336271025334507e-13,7.238015015228565e-09,2.713556284144781e-08,8.747971094069977e-13,1.2337654149650001e-12,2.0359874859532967e-09,1.0000000032039627,1.0000329340681853,1.000000017484527,0.9999999999027547,0.9999999979607063,0.9999999999989635,1.000016649801141,1.0018158963988086,1.0008570026461425
2.0,1,100.0,6.158482110660264,1e-06,8192.0,8.55429468837432e-09,2.6097263899652366e-14,2.949627345195745e-09,8.554274084654737e-09,9.930351532647088e-13,7.275604172395579e-13,9.616492097162825e-10,0.9999999948833943,1.0000388590699612,0.9999999863623149,0.9999999999253087,0.9999999984364533,0.9999999999991853,1.0000166621893969,1.0018123463854134,1.0008530835690184
2.0,1,100.0,6.158482110660264,1e-06,16384.0,7.387027537803445e-09,4.57821638165047e-14,2.4154105492858824e-09,7.3869528297653045e-09,9.666191593224946e-13,5.038730797456791e-13,7.779912116238555e-10,1.0000000007528684,1.0000396635991955,1.0000000064638208,0.9999999999378505,0.9999999986990818,0.999999999999332,1.0000166614610446,1.0018161421943161,1.0008587332034535
2.0,1,100.0,6.158482110660264,1e-06,32768.0,2.1467598920306e-08,2.136452376049325e-13,7.224540703772263e-09,2.146728663605606e-08,9.541151349130728e-13,1.7469395182328812e-13,1.98241968551984e-09,1.0000000062239958,1.0000401126277003,0.999999980815729,0.9999999999634099,0.9999999992340637,0.9999999999995979,1.0000166621729993,1.0018163608651773,1.0008534450922162
